,id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,image_url,state,lat,long,posting_date
237752,7309215036,greensboro,38900,2012.0,chevrolet,silverado 2500hd,excellent,8 cylinders,diesel,132000.0,clean,automatic,4wd,full-size,truck,silver,https://images.craigslist.org/00R0R_32vbDQwuwy4z_0kE0fu_600x450.jpg,nc,36.277274,-80.339826,2021-04-19T10:28:42-0400
30415,7316057808,inland empire,75,2018.0,ram,5500,excellent,8 cylinders,gas,116000.0,clean,automatic,rwd,full-size,truck,white,https://images.craigslist.org/00M0M_6vpaoqv6mZcz_0jm0ew_600x450.jpg,ca,34.107,-117.5941,2021-05-02T20:09:21-0700
53636,7315605307,sacramento,6900,2009.0,honda,accord lx,like new,4 cylinders,gas,164000.0,clean,other,fwd,mid-size,SUV,grey,https://images.craigslist.org/00R0R_ganLROWfMG9z_0CI0t2_600x450.jpg,ca,38.381117,-121.334723,2021-05-01T18:23:18-0700
280584,7314914328,syracuse,11995,2014.0,jeep,cherokee sport,excellent,4 cylinders,gas,77000.0,clean,automatic,4wd,full-size,SUV,black,https://images.craigslist.org/00z0z_88djMtkJfMFz_0CI0lM_600x450.jpg,ny,43.1226,-76.1284,2021-04-30T13:58:39-0400
184139,7315498073,eastern shore,7500,2001.0,audi,tt coupe 2d,good,4 cylinders,gas,100026.0,clean,manual,fwd,compact,convertible,silver,https://images.craigslist.org/00a0a_7a4dxGS6GJLz_05a03S_600x450.jpg,md,38.3824,-75.6336,2021-05-01T16:49:33-0400
415931,7304268505,appleton-oshkosh-FDL,61900,2020.0,chevrolet,silverado 3500hd,excellent,8 cylinders,gas,19455.0,clean,automatic,4wd,full-size,pickup,white,https://images.craigslist.org/00W0W_t9pOwmaiOGz_09G07g_600x450.jpg,wi,44.227258,-88.467902,2021-04-09T13:00:24-0500
301769,7314264756,toledo,4495,2013.0,ford,escape xlt,good,4 cylinders,gas,230200.0,clean,automatic,fwd,mid-size,SUV,green,https://images.craigslist.org/00P0P_3xVToCk88Kiz_10k1l6_600x450.jpg,oh,41.522955,-83.537854,2021-04-29T09:21:58-0400
152310,7310964536,indianapolis,16875,2015.0,ford,fusion se,like new,4 cylinders,gas,44065.0,clean,automatic,fwd,mid-size,sedan,grey,https://images.craigslist.org/00909_9pGEGYuxQuMz_0CI0t2_600x450.jpg,in,39.78347,-85.806306,2021-04-22T14:25:20-0400
167041,7311002304,"kansas city, MO",7950,2003.0,cadillac,escalade luxury,like new,8 cylinders,gas,87313.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/00X0X_hIvzjgUExOmz_0CI0sV_600x450.jpg,ks,39.075,-94.4499,2021-04-22T14:28:35-0500
150880,7309858204,fort wayne,37900,2017.0,chevrolet,2500 crew 4x4 dmax,excellent,8 cylinders,diesel,150172.0,clean,automatic,4wd,full-size,pickup,white,https://images.craigslist.org/00L0L_eUvXNFV6g8pz_0CI0t2_600x450.jpg,in,41.8276,-83.8773,2021-04-20T12:25:10-0400
267712,7307147313,buffalo,4200,2011.0,volkswagen,jetta,good,5 cylinders,gas,85000.0,salvage,automatic,fwd,full-size,sedan,grey,https://images.craigslist.org/00C0C_alSp8TDzZm7z_0t20CI_600x450.jpg,ny,43.0429,-78.6988,2021-04-15T10:00:21-0400
354230,7316436811,knoxville,16700,2011.0,chevrolet,silverado 1500,good,8 cylinders,gas,167073.0,clean,automatic,4wd,full-size,truck,red,https://images.craigslist.org/01515_ctXxRRMc6gPz_0CI0t2_600x450.jpg,tn,35.7553,-83.9539,2021-05-03T17:16:35-0400
21734,7314005153,bakersfield,3995,2008.0,volvo,s80,excellent,6 cylinders,gas,221137.0,clean,automatic,fwd,mid-size,sedan,white,https://images.craigslist.org/00B0B_3EsFeFXj8zzz_0cU09G_600x450.jpg,ca,34.34568,-119.072296,2021-04-28T13:00:49-0700
236787,7315293098,greensboro,20500,2015.0,nissan,titan sv,excellent,8 cylinders,gas,102000.0,clean,automatic,rwd,full-size,truck,blue,https://images.craigslist.org/00t0t_bPnQXbibGulz_0t20CI_600x450.jpg,nc,35.8429,-79.9902,2021-05-01T10:55:22-0400
164745,7315715462,"kansas city, MO",4500,2003.0,ford,ranger,excellent,6 cylinders,gas,149000.0,salvage,automatic,fwd,mid-size,pickup,white,https://images.craigslist.org/01414_jd5fp0oGtV5z_0CI0t2_600x450.jpg,ks,39.1979,-94.5199,2021-05-02T08:43:04-0500
385964,7314055481,salt lake city,6395,2010.0,honda,insight hybrid,excellent,4 cylinders,gas,127000.0,clean,automatic,fwd,mid-size,sedan,red,https://images.craigslist.org/00B0B_h1tKAsWZpAIz_0CI0t2_600x450.jpg,ut,40.7499,-111.926,2021-04-28T15:33:40-0600
416583,7309716624,eau claire,14900,2017.0,toyota,camry se,excellent,4 cylinders,gas,80617.0,clean,automatic,fwd,mid-size,sedan,red,https://images.craigslist.org/00x0x_eSrKQNWTPeBz_0x20oM_600x450.jpg,wi,44.794993,-91.464272,2021-04-20T06:59:47-0500
387050,7314745528,vermont,1900,2003.0,nissan,xterra se,good,6 cylinders,gas,185262.0,clean,automatic,4wd,full-size,SUV,silver,https://images.craigslist.org/00D0D_kGd8pZBfw6cz_0CI0t2_600x450.jpg,vt,44.475408,-73.117268,2021-04-30T08:58:58-0400
43540,7313674986,orange county,32950,2015.0,ford,f250 super duty 4x4,excellent,8 cylinders,diesel,157771.0,clean,automatic,4wd,full-size,truck,silver,https://images.craigslist.org/00I0I_itqweV1EA0zz_0CI0t2_600x450.jpg,ca,33.794656,-117.992994,2021-04-27T19:37:27-0700
200951,7313870949,grand rapids,9950,2011.0,chevrolet,traverse lt awd,excellent,6 cylinders,gas,127000.0,clean,automatic,4wd,full-size,SUV,red,https://images.craigslist.org/00w0w_l8ilCqDrO62z_0CI0t2_600x450.jpg,mi,42.868176,-85.863137,2021-04-28T12:21:19-0400
339877,7308159245,scranton / wilkes-barre,3850,2009.0,kia,spectra,good,4 cylinders,gas,115272.0,clean,automatic,fwd,compact,sedan,red,https://images.craigslist.org/00h0h_jbhWMKWPHZqz_0Ba0rS_600x450.jpg,pa,41.6412,-75.7641,2021-04-17T07:52:34-0400
55965,7315494712,san diego,6900,2009.0,honda,accord ex 4 cyl,like new,4 cylinders,gas,170000.0,clean,automatic,fwd,mid-size,coupe,grey,https://images.craigslist.org/00D0D_cZPTdXwNUYOz_0ak05P_600x450.jpg,ca,32.7604,-117.0115,2021-05-01T13:42:48-0700
368469,7302840532,corpus christi,31788,2019.0,ford,transit van,good,6 cylinders,gas,21029.0,clean,automatic,rwd,mid-size,van,white,https://images.craigslist.org/00d0d_4DAq4x6ctQz_0gw0co_600x450.jpg,tx,27.798089,-97.475153,2021-04-06T16:42:14-0500
72188,7308457800,boulder,7500,2004.0,toyota,4runner 4wd,fair,8 cylinders,gas,163000.0,clean,automatic,4wd,full-size,SUV,grey,https://images.craigslist.org/00M0M_58CEYccLuMuz_0CI0t2_600x450.jpg,co,39.9807,-105.2531,2021-04-17T14:38:02-0600
196032,7316832147,detroit metro,84995,2018.0,jeep,grand cherokee trackhawk,excellent,8 cylinders,gas,21972.0,clean,automatic,4wd,full-size,SUV,black,https://images.craigslist.org/00j0j_aLkTM0a6Euaz_0CI0t2_600x450.jpg,mi,42.426,-83.2495,2021-05-04T13:58:19-0400
234036,7309608482,charlotte,7450,2007.0,bmw,328i,good,6 cylinders,gas,113000.0,clean,automatic,rwd,mid-size,sedan,grey,https://images.craigslist.org/00i0i_1rEEvtOSnm0_0CI0t2_600x450.jpg,nc,35.4141,-80.6162,2021-04-19T21:16:09-0400
211538,7315539067,duluth / superior,15998,2018.0,subaru,impreza,excellent,4 cylinders,gas,31340.0,rebuilt,automatic,4wd,mid-size,hatchback,red,https://images.craigslist.org/00g0g_2VvLWiLbQgAz_0CI0t2_600x450.jpg,mn,45.0645,-93.3413,2021-05-01T17:17:24-0500
265605,7303146194,albany,15500,1994.0,chevrolet,corvette,good,8 cylinders,gas,66845.0,clean,automatic,rwd,full-size,convertible,red,https://images.craigslist.org/00Z0Z_aFEpomWxzkEz_0CI0t2_600x450.jpg,ny,42.9168,-73.7214,2021-04-07T11:54:32-0400
358851,7316481840,nashville,42999,2016.0,ford,super duty f-350 srw,good,8 cylinders,diesel,169664.0,clean,automatic,4wd,full-size,truck,white,https://images.craigslist.org/01212_evEtlSjhcUYz_0kE0fu_600x450.jpg,tn,35.501561,-86.45741,2021-05-03T17:47:48-0500
155784,7316143641,cedar rapids,5995,2011.0,chevrolet,malibu,good,4 cylinders,gas,146205.0,clean,automatic,fwd,mid-size,sedan,red,https://images.craigslist.org/01010_h1m3YMK0FHRz_0cU09G_600x450.jpg,ia,42.03519,-91.559347,2021-05-03T08:15:38-0500
346830,7316494405,greenville / upstate,8000,2000.0,gmc,sierra 1500,good,8 cylinders,gas,265000.0,clean,automatic,rwd,full-size,pickup,red,https://images.craigslist.org/00303_krkDL2ItvYzz_0ak07K_600x450.jpg,sc,34.7579,-82.0447,2021-05-03T19:14:02-0400
104551,7316237238,orlando,5900,2008.0,ford,explorer,excellent,6 cylinders,gas,167128.0,clean,automatic,rwd,mid-size,SUV,custom,https://images.craigslist.org/00B0B_kLoG1Qzlqixz_0CI0t2_600x450.jpg,fl,28.6858,-81.3308,2021-05-03T12:00:33-0400
275223,7316666991,new york city,12450,2004.0,toyota,tacoma srs,good,6 cylinders,gas,162000.0,clean,automatic,4wd,mid-size,pickup,red,https://images.craigslist.org/00Q0Q_fV2eSEW5qAwz_0CI0iP_600x450.jpg,ny,42.097798,-71.774368,2021-05-04T09:21:28-0400
383928,7303879756,tyler / east TX,15995,2007.0,chevrolet,silverado classic 1500,good,8 cylinders,gas,95980.0,clean,automatic,rwd,full-size,truck,grey,https://images.craigslist.org/00u0u_3ONceyRQMrz_0kE0fu_600x450.jpg,tx,32.292782,-95.350543,2021-04-08T16:37:27-0500
200944,7313894161,grand rapids,16995,2015.0,jeep,cherokee,excellent,6 cylinders,gas,101000.0,clean,automatic,4wd,mid-size,SUV,grey,https://images.craigslist.org/01313_1AkXhmA7eA7z_0pO0jm_600x450.jpg,mi,43.426401,-85.471702,2021-04-28T12:57:22-0400
423696,7312031806,milwaukee,46500,2018.0,ram,2500,like new,8 cylinders,gas,15200.0,clean,automatic,4wd,full-size,truck,white,https://images.craigslist.org/01212_fUgIKuxEV1nz_0CI0t2_600x450.jpg,wi,42.777643,-88.183308,2021-04-24T14:45:39-0500
98129,7316247101,jacksonville,9499,2007.0,nissan,titan,excellent,8 cylinders,gas,194583.0,clean,automatic,rwd,full-size,pickup,brown,https://images.craigslist.org/01717_7ocg3jGkp9z_0cU07g_600x450.jpg,fl,30.290058,-81.586484,2021-05-03T12:15:23-0400
185676,7316760287,boston,6995,2011.0,nissan,cube 1.8 s,excellent,4 cylinders,gas,96706.0,clean,automatic,fwd,mid-size,wagon,black,https://images.craigslist.org/00g0g_dH8ktQwbog8z_0aw07O_600x450.jpg,ma,42.186174,-71.008454,2021-05-04T12:08:11-0400
396033,7315108279,richmond,10975,2012.0,toyota,sienna,excellent,6 cylinders,gas,114000.0,rebuilt,automatic,fwd,compact,van,silver,https://images.craigslist.org/00N0N_iBVDCi5JzQlz_0CI0t2_600x450.jpg,va,37.4638,-77.398,2021-04-30T20:07:51-0400
147080,7316341591,"st louis, MO",18000,2006.0,chevrolet,silverado,good,8 cylinders,gas,198000.0,clean,automatic,4wd,full-size,truck,red,https://images.craigslist.org/00C0C_aVjI6AIBF3zz_0x20oM_600x450.jpg,il,38.23,-90.3825,2021-05-03T13:38:30-0500
39634,7316031353,monterey bay,19999,2017.0,kia,optima,like new,4 cylinders,hybrid,33776.0,clean,automatic,fwd,mid-size,sedan,black,https://images.craigslist.org/00a0a_gnyatiKcz9Kz_1320MM_600x450.jpg,ca,36.6677,-121.6596,2021-05-02T18:29:13-0700
308974,7312145763,tulsa,2595,2003.0,ford,f-150,excellent,8 cylinders,gas,149055.0,clean,automatic,4wd,full-size,pickup,red,https://images.craigslist.org/00B0B_cExv8yHrBtJz_09G07g_600x450.jpg,ok,36.0934,-95.8856,2021-04-24T18:42:16-0500
62896,7316217611,SF bay area,3600,2007.0,volkswagen,rabbit,excellent,4 cylinders,gas,170000.0,clean,manual,fwd,compact,coupe,white,https://images.craigslist.org/00505_7mDqPvkfOPwz_0CI0t2_600x450.jpg,ca,38.3847,-121.9887,2021-05-03T08:30:18-0700
265015,7307359257,albany,35900,2018.0,ford,explorer,excellent,6 cylinders,gas,18097.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/00T0T_iu73ipCnWGEz_0ak07K_600x450.jpg,ny,42.4759,-73.3773,2021-04-15T15:38:33-0400
54883,7316442905,san diego,3995,2005.0,toyota,camry le 4dr sedan,good,4 cylinders,gas,209000.0,clean,automatic,fwd,mid-size,sedan,red,https://images.craigslist.org/00Z0Z_3Z8ts6glDt1_0CI0t2_600x450.jpg,ca,32.8178,-116.9223,2021-05-03T14:28:03-0700
49128,7315129296,reno / tahoe,13995,2014.0,chevrolet,impala,like new,6 cylinders,gas,114281.0,clean,automatic,fwd,mid-size,sedan,black,https://images.craigslist.org/00i0i_1jxuAMLlkU1z_0ak07K_600x450.jpg,ca,39.4972,-119.7764,2021-04-30T18:08:17-0700
71885,7315060029,boulder,2650,2001.0,honda,accord,fair,4 cylinders,gas,213000.0,clean,automatic,fwd,mid-size,sedan,blue,https://images.craigslist.org/00b0b_foHoODOloF1z_0CI0lM_600x450.jpg,co,40.156,-105.162,2021-04-30T16:16:23-0600
163196,7310656903,sioux city,2250,2005.0,chevrolet,malibu,excellent,6 cylinders,gas,195000.0,clean,automatic,fwd,mid-size,sedan,white,https://images.craigslist.org/00303_jQ35jIzN60cz_0qk0jK_600x450.jpg,ia,42.1943,-97.5256,2021-04-21T20:01:28-0500
92627,7311805325,daytona beach,28000,1947.0,ford,coupe,excellent,8 cylinders,gas,42000.0,clean,automatic,rwd,mid-size,coupe,orange,https://images.craigslist.org/00f0f_3y2v0bYbLxcz_0CI0t2_600x450.jpg,fl,28.6974,-80.8663,2021-04-24T09:21:19-0400
10183,7316772157,phoenix,36773,2020.0,ford,explorer,excellent,4 cylinders,gas,9828.0,clean,automatic,rwd,full-size,SUV,white,https://images.craigslist.org/01414_ExNp8tDBmxz_0ak07K_600x450.jpg,az,33.48815,-111.94239,2021-05-04T09:26:32-0700
143417,7313039257,peoria,11997,2014.0,subaru,outback 2.5i limited,excellent,4 cylinders,gas,143463.0,clean,automatic,4wd,mid-size,SUV,silver,https://images.craigslist.org/00o0o_gi9G9zSmh0z_0cx09G_600x450.jpg,il,40.571262,-89.647644,2021-04-26T16:17:11-0500
348201,7307973794,greenville / upstate,0,1987.0,mercedes-benz,560,good,8 cylinders,gas,101792.0,clean,automatic,rwd,mid-size,convertible,silver,https://images.craigslist.org/00U0U_a7WfItyPjFTz_0cU09G_600x450.jpg,sc,34.82378,-82.344151,2021-04-16T18:05:05-0400
205261,7302275956,kalamazoo,4495,1992.0,jeep,cherokee,good,6 cylinders,gas,160882.0,clean,automatic,4wd,full-size,SUV,red,https://images.craigslist.org/00z0z_lECzGh6JpaGz_0cU09G_600x450.jpg,mi,42.477134,-82.949564,2021-04-05T16:35:08-0400
357267,7313213552,memphis,4500,2011.0,infiniti,g25,like new,8 cylinders,gas,215322.0,salvage,automatic,4wd,full-size,sedan,silver,https://images.craigslist.org/01212_frofC0bI9nlz_0CI0t2_600x450.jpg,tn,34.9519,-90.0507,2021-04-27T01:56:00-0500
335855,7315560325,pittsburgh,6500,2012.0,chevrolet,impala lt,excellent,6 cylinders,gas,127000.0,clean,automatic,fwd,mid-size,sedan,black,https://images.craigslist.org/00l0l_4CHeYt2uEckz_0CI0t2_600x450.jpg,pa,40.629067,-79.896698,2021-05-01T19:09:44-0400
104777,7315637505,orlando,5000,2004.0,buick,lesabre,excellent,6 cylinders,gas,92796.0,clean,automatic,fwd,full-size,sedan,white,https://images.craigslist.org/00D0D_kRDBZ4mNgnXz_0cc0gg_600x450.jpg,fl,28.242,-81.5667,2021-05-01T23:41:50-0400
191091,7307077496,western massachusetts,29995,2019.0,ford,transit 250 low roof cargo,excellent,6 cylinders,gas,11276.0,clean,automatic,rwd,full-size,van,white,https://images.craigslist.org/00q0q_hU51SgSkoGrz_0g80c6_600x450.jpg,ma,42.0718,-72.6751,2021-04-15T05:01:32-0400
217322,7316482319,st cloud,6000,2000.0,ford,f350 super duty,good,10 cylinders,gas,155000.0,clean,automatic,4wd,full-size,truck,white,https://images.craigslist.org/00m0m_9RQTukbqyDz_0t20CI_600x450.jpg,mn,46.070587,-93.665228,2021-05-03T17:48:50-0500
250514,7312876200,central NJ,8995,2010.0,honda,odyssey,good,6 cylinders,gas,92119.0,clean,automatic,fwd,full-size,van,silver,https://images.craigslist.org/00F0F_hJyTDjRuR3yz_0cU09G_600x450.jpg,nj,40.772908,-74.033719,2021-04-26T12:57:09-0400
131490,7315394038,boise,0,2017.0,honda,civic,like new,4 cylinders,gas,31706.0,clean,automatic,fwd,compact,sedan,white,https://images.craigslist.org/01313_cGyFUcg3nYyz_0kE0fu_600x450.jpg,id,43.634,-116.3419,2021-05-01T11:45:42-0600
74177,7310372283,colorado springs,11499,2010.0,nissan,xterra 4wd,excellent,8 cylinders,gas,132092.0,clean,automatic,4wd,full-size,SUV,red,https://images.craigslist.org/00L0L_1tS8EffO6ztz_0CI0t2_600x450.jpg,co,39.63142,-104.987917,2021-04-21T10:14:01-0600
231803,7316504946,charlotte,7900,1983.0,ford,f-350,good,8 cylinders,gas,70495.0,clean,manual,rwd,full-size,truck,white,https://images.craigslist.org/00303_cjB5TzEJxM0z_0CI0t2_600x450.jpg,nc,35.1287,-80.9338,2021-05-03T19:37:43-0400
186876,7315085891,boston,3000,2003.0,chrysler,sebring convertible,good,6 cylinders,gas,84000.0,clean,automatic,fwd,mid-size,convertible,blue,https://images.craigslist.org/01313_7eUw5rvfwskz_0CI0t2_600x450.jpg,ma,42.3837,-71.4282,2021-04-30T19:12:22-0400
252362,7315935331,jersey shore,7995,2002.0,mitsubishi,eclipse gt,like new,6 cylinders,gas,69300.0,clean,automatic,fwd,compact,hatchback,silver,https://images.craigslist.org/00404_lTCeClJzNisz_0iR0e9_600x450.jpg,nj,40.215625,-74.041607,2021-05-02T17:15:47-0400
418148,7313223073,janesville,22000,2014.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,150242.0,clean,automatic,4wd,full-size,truck,black,https://images.craigslist.org/00v0v_iDjZhQDcQe6z_0CI0lN_600x450.jpg,wi,42.6948,-88.9738,2021-04-27T04:23:26-0500
180717,7314572311,annapolis,36000,2007.0,porsche,997,excellent,6 cylinders,gas,90250.0,clean,manual,rwd,compact,coupe,silver,https://images.craigslist.org/00303_1u2UrqTMAzRz_0CI0t2_600x450.jpg,md,38.9429,-76.4678,2021-04-29T18:44:14-0400
121686,7316624180,atlanta,3900,1999.0,lexus,gs300,excellent,6 cylinders,gas,200000.0,clean,automatic,fwd,mid-size,sedan,silver,https://images.craigslist.org/00J0J_kw6zSwIeXq4z_12w0Mo_600x450.jpg,ga,33.6954,-84.2489,2021-05-04T06:09:53-0400
343952,7316973857,charleston,11000,2005.0,jeep,wrangler tj willys edition,good,6 cylinders,gas,120700.0,clean,manual,4wd,mid-size,offroad,green,https://images.craigslist.org/00Q0Q_lthbl6w7pKwz_0t20CI_600x450.jpg,sc,32.718,-79.9537,2021-05-04T18:03:57-0400
419258,7314182390,la crosse,15700,2006.0,ram,2500,excellent,8 cylinders,gas,181000.0,clean,automatic,4wd,full-size,pickup,black,https://images.craigslist.org/00s0s_kh9SckqRmLez_0CI0t2_600x450.jpg,wi,43.3227,-91.7939,2021-04-28T22:24:01-0500
31036,7315393381,inland empire,30,2000.0,acura,integra gsr,like new,4 cylinders,gas,160000.0,clean,manual,fwd,compact,hatchback,black,https://images.craigslist.org/01111_ubAg89fivOz_0CI0t2_600x450.jpg,ca,33.9531,-116.5219,2021-05-01T10:44:41-0700
238590,7302024517,greensboro,26900,2015.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,100300.0,clean,automatic,4wd,full-size,truck,silver,https://images.craigslist.org/00B0B_11WAtR0vrm9z_0kE0fu_600x450.jpg,nc,36.277274,-80.339826,2021-04-05T10:08:41-0400
21653,7314450445,bakersfield,31900,2015.0,ford,e350 cutaway,good,8 cylinders,gas,140395.0,clean,automatic,rwd,full-size,truck,white,https://images.craigslist.org/00s0s_7onrMPE1eTcz_0CI0t2_600x450.jpg,ca,37.3476,-121.887,2021-04-29T11:53:51-0700
161957,7311705854,omaha / council bluffs,31995,2018.0,gmc,acadia,excellent,6 cylinders,gas,32023.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/00303_fGQNpOOtMb7z_0kE0fu_600x450.jpg,ia,41.23329,-96.157814,2021-04-23T21:26:53-0500
329240,7314971453,harrisburg,7995,2011.0,toyota,camry le,good,4 cylinders,gas,107846.0,clean,automatic,fwd,mid-size,sedan,grey,https://images.craigslist.org/00A0A_bNv9VBUqLaZz_0CI0t2_600x450.jpg,pa,40.198826,-77.151455,2021-04-30T15:32:15-0400
328257,7316722615,erie,10988,2013.0,nissan,rogue sv awd sl package,good,4 cylinders,gas,111595.0,clean,automatic,4wd,mid-size,SUV,silver,https://images.craigslist.org/00101_cgQKjECO90lz_0iE0dZ_600x450.jpg,pa,42.1109,-80.1534,2021-05-04T11:06:17-0400
73840,7311872743,colorado springs,9999,2007.0,dodge,nitro r/t,excellent,6 cylinders,gas,127953.0,clean,automatic,4wd,full-size,SUV,blue,https://images.craigslist.org/01313_7WFmIjmlP6N_0CI0t2_600x450.jpg,co,39.740286,-105.04986,2021-04-24T09:32:25-0600
197369,7315246155,detroit metro,4500,2011.0,buick,enclave,good,6 cylinders,gas,173000.0,clean,automatic,4wd,full-size,SUV,blue,https://images.craigslist.org/00B0B_3VfSQFtXZWEz_0t20CI_600x450.jpg,mi,42.6124,-83.0345,2021-05-01T09:12:19-0400
152872,7306829908,indianapolis,6981,2012.0,ford,edge sel,good,6 cylinders,gas,215116.0,clean,automatic,fwd,full-size,SUV,white,https://images.craigslist.org/00L0L_eArfT5aGTfFz_0kE0fu_600x450.jpg,in,41.237979,-85.82593,2021-04-14T15:17:56-0400
114224,7314324303,space coast,1,2015.0,bmw,6 series,excellent,10 cylinders,gas,48826.0,clean,automatic,rwd,compact,sedan,white,https://images.craigslist.org/01414_2qnazwJaDKgz_0kE0fu_600x450.jpg,fl,28.466088,-81.396429,2021-04-29T11:21:39-0400
391834,7309414955,harrisonburg,3800,2008.0,cadillac,dts,like new,8 cylinders,gas,86000.0,clean,automatic,fwd,full-size,sedan,blue,https://images.craigslist.org/00r0r_9ouvmigNteEz_0CI0t2_600x450.jpg,va,38.7205,-78.4411,2021-04-19T15:11:41-0400
92028,7316730546,daytona beach,500,2000.0,jeep,cherokee,salvage,6 cylinders,gas,130000.0,clean,automatic,rwd,full-size,SUV,red,https://images.craigslist.org/01111_jI2yfeXL5Syz_0t20CI_600x450.jpg,fl,29.053603,-81.299601,2021-05-04T11:19:44-0400
280911,7311856645,syracuse,11800,2015.0,jeep,renegade latitude,excellent,4 cylinders,gas,138105.0,clean,automatic,4wd,full-size,SUV,silver,https://images.craigslist.org/00g0g_81vRkhRKVqez_0kE0fu_600x450.jpg,ny,42.101285,-75.926773,2021-04-24T11:04:52-0400
282239,7307673545,utica-rome-oneida,31500,2015.0,chevrolet,tahoe,excellent,8 cylinders,gas,102060.0,clean,automatic,4wd,full-size,SUV,custom,https://images.craigslist.org/00s0s_6CRuGj392cHz_0kE0fu_600x450.jpg,ny,43.204762,-75.440834,2021-04-16T10:10:29-0400
183357,7306037442,baltimore,5875,2014.0,hyundai,accent gls,excellent,4 cylinders,gas,117109.0,clean,automatic,fwd,compact,sedan,red,https://images.craigslist.org/00T0T_5jkRlnI8Jyrz_0t20CI_600x450.jpg,md,39.4481,-76.8081,2021-04-13T02:28:16-0400
368798,7316879268,dallas / fort worth,4000,2004.0,bmw,325i,good,4 cylinders,gas,170000.0,clean,automatic,fwd,compact,sedan,grey,https://images.craigslist.org/00606_iG9ZChP4SVMz_0gw0co_600x450.jpg,tx,32.966,-96.7452,2021-05-04T14:13:30-0500
145257,7304427417,rockford,3900,2004.0,buick,rainier,good,8 cylinders,gas,136664.0,clean,automatic,4wd,mid-size,SUV,blue,https://images.craigslist.org/00L0L_3A7rJDUKbZ7z_0gw0co_600x450.jpg,il,42.263406,-89.029306,2021-04-09T17:32:24-0500
377210,7308964712,killeen / temple / ft hood,11000,2014.0,cadillac,srx performance,good,6 cylinders,gas,142700.0,clean,automatic,4wd,full-size,SUV,red,https://images.craigslist.org/00o0o_6jnArlGBnWRz_0y00pu_600x450.jpg,tx,31.0286,-97.6115,2021-04-18T16:58:33-0500
210207,7315681685,upper peninsula,16995,2008.0,ford,f-250 super duty xlt,excellent,8 cylinders,diesel,155000.0,clean,automatic,4wd,full-size,pickup,silver,https://images.craigslist.org/00G0G_5u3gxDnr22gz_0kE09x_600x450.jpg,mi,45.836476,-87.040218,2021-05-02T07:33:13-0400
242153,7311271192,raleigh / durham / CH,0,2008.0,honda,accord ex,good,6 cylinders,gas,124000.0,clean,automatic,rwd,full-size,sedan,custom,https://images.craigslist.org/01313_c3ctiX3aHEez_0ww0oo_600x450.jpg,nc,35.444287,-78.429017,2021-04-23T08:28:00-0400
274637,7309053793,long island,10500,2003.0,toyota,4runner,excellent,6 cylinders,gas,180000.0,clean,automatic,4wd,full-size,SUV,black,https://images.craigslist.org/00d0d_3BHi9s42Fiiz_0pO0jm_600x450.jpg,ny,40.7809,-73.2503,2021-04-18T21:51:40-0400
300062,7310787643,lima / findlay,15900,2013.0,ford,mustang,excellent,6 cylinders,gas,34777.0,clean,automatic,rwd,mid-size,coupe,blue,https://images.craigslist.org/00F0F_dZqx4CZonBEz_0CI0t2_600x450.jpg,oh,40.922236,-84.050131,2021-04-22T09:28:05-0400
26156,7314865300,fresno / madera,7999,2011.0,volkswagen,jetta sel,like new,5 cylinders,gas,118261.0,clean,automatic,fwd,mid-size,sedan,silver,https://images.craigslist.org/00Q0Q_2JykcBiz2Qnz_0CI0t2_600x450.jpg,ca,36.816193,-119.695174,2021-04-30T09:38:34-0700
417420,7311903450,green bay,6990,2008.0,toyota,sienna le,excellent,6 cylinders,gas,193867.0,clean,automatic,fwd,mid-size,mini-van,brown,https://images.craigslist.org/00Y0Y_67o5xE9Mifiz_0aw07O_600x450.jpg,wi,43.192483,-88.714391,2021-04-24T11:22:24-0500
350542,7310456263,rapid city / west SD,4988,2007.0,ford,edge se awd,fair,6 cylinders,gas,186090.0,clean,automatic,fwd,mid-size,SUV,silver,https://images.craigslist.org/00K0K_64GEnuF4dZqz_1320MM_600x450.jpg,sd,44.068408,-103.191663,2021-04-21T12:24:22-0600
94123,7315988470,ft myers / SW florida,6900,2006.0,toyota,camry,excellent,4 cylinders,gas,157000.0,clean,automatic,fwd,full-size,sedan,blue,https://images.craigslist.org/00Z0Z_26hSzHaPQPfz_0ak07K_600x450.jpg,fl,27.0074,-82.0163,2021-05-02T19:24:52-0400
284338,7313894251,new hampshire,3000,2004.0,honda,odyssey ex,good,6 cylinders,gas,136750.0,clean,automatic,fwd,full-size,mini-van,silver,https://images.craigslist.org/00z0z_iEd6BnH53avz_0ak07K_600x450.jpg,nh,43.1388,-71.5448,2021-04-28T12:57:30-0400
19676,7313307057,little rock,7500,2010.0,honda,cr-v,good,4 cylinders,gas,110014.0,rebuilt,automatic,fwd,mid-size,SUV,blue,https://images.craigslist.org/01515_6D9WfqSD1s1z_0CI0hr_600x450.jpg,ar,34.7902,-92.5044,2021-04-27T09:38:53-0500
